CUSTID,SDATE,PRODUCTID,L_CLASS,M_CLASS,SUBTOTAL
100845,2019-01-03,9905970,"BAG","BAG03",2720
100845,2019-01-03,9906769,"COSMETICS","COSMETICS03",2075
100845,2019-01-03,9900666,"BAG","BAG03",1095
100845,2019-01-03,9900676,"BAG","BAG03",3375
100845,2019-01-03,9904861,"BAG","BAG03",3680
100845,2019-01-03,9908572,"BAG","BAG03",1270
100845,2019-01-03,9914228,"COSMETICS","COSMETICS03",2640
100845,2019-01-16,9909772,"BAG","BAG03",2235
100845,2019-01-26,9930290,"BAG","BAG03",1726
100845,2019-01-26,9917991,"BAG","BAG03",2410
100845,2019-01-26,9908572,"BAG","BAG03",1340
100845,2019-01-26,9900666,"BAG","BAG03",1540
100845,2019-01-26,9903961,"BAG","BAG03",1060
100845,2019-02-14,9908573,"BAG","BAG03",2840
100845,2019-02-14,9908614,"BAG","BAG03",1420
100845,2019-02-14,9908755,"BAG","BAG03",2140
100845,2019-02-14,9900666,"BAG","BAG03",2190
100845,2019-02-14,9900676,"BAG","BAG03",3000
100845,2019-02-14,9903961,"BAG","BAG03",1515
100845,2019-02-14,9907971,"COSMETICS","COSMETICS03",1074
100845,2019-03-07,9900666,"BAG","BAG03",3285
100845,2019-03-07,9904861,"BAG","BAG03",1380
100845,2019-03-07,9900676,"BAG","BAG03",1875
100845,2019-03-07,9908572,"BAG","BAG03",1905
100845,2019-03-07,9905970,"BAG","BAG03",2040
100845,2019-03-07,9908755,"BAG","BAG03",3424
100845,2019-03-07,9903961,"BAG","BAG03",2020
100845,2019-03-14,9917991,"BAG","BAG03",4580
100845,2019-03-14,9914225,"COSMETICS","COSMETICS03",1455
100845,2019-03-14,9906562,"COSMETICS","COSMETICS03",1074
100845,2019-03-14,9908614,"BAG","BAG03",2130
100845,2019-03-14,9908755,"BAG","BAG03",2140
100845,2019-03-21,9900676,"BAG","BAG03",3375
100845,2019-03-26,9921596,"COSMETICS","COSMETICS01",29006
100845,2019-04-11,9908755,"BAG","BAG03",2140
100845,2019-04-11,9904778,"SHOES","SHOES03",12160
100845,2019-04-25,9908573,"BAG","BAG03",3550
100845,2019-04-25,9908573,"BAG","BAG03",2130
100845,2019-04-25,9908572,"BAG","BAG03",1270
100845,2019-04-25,9900676,"BAG","BAG03",2250
100845,2019-04-25,9900666,"BAG","BAG03",2920
100845,2019-04-25,9903961,"BAG","BAG03",2020
100845,2019-04-25,9908755,"BAG","BAG03",3852
100845,2019-04-25,9917991,"BAG","BAG03",4580
100845,2019-05-09,9900676,"BAG","BAG03",2250
100845,2019-05-09,9917991,"BAG","BAG03",4580
100845,2019-05-09,9900666,"BAG","BAG03",1095
100845,2019-05-09,9908572,"BAG","BAG03",1270
100845,2019-05-09,9908755,"BAG","BAG03",3852
100845,2019-05-12,9905970,"BAG","BAG03",3003
100845,2019-05-13,9900332,"SHOES","SHOES03",7980
100845,2019-05-16,9900332,"SHOES","SHOES03",8550
100845,2019-05-23,9905970,"BAG","BAG03",4080
100845,2019-05-23,9909772,"BAG","BAG03",2130
100845,2019-05-23,9900676,"BAG","BAG03",3000
100845,2019-05-23,9903961,"BAG","BAG03",1515
100845,2019-05-23,9908573,"BAG","BAG03",4260
100845,2019-05-23,9908755,"BAG","BAG03",3852
100845,2019-05-23,9900048,"BAG","BAG03",3016
100845,2019-05-23,9903968,"BAG","BAG03",1244
100845,2019-05-23,9900666,"BAG","BAG03",1460
100845,2019-05-23,9900058,"BAG","BAG03",1660
100845,2019-06-16,9913060,"BAG","BAG03",4060
100845,2019-06-16,9905975,"BAG","BAG03",1010
100845,2019-06-27,9917991,"BAG","BAG03",5496
100845,2019-06-27,9900676,"BAG","BAG03",3320
100845,2019-06-27,9903961,"BAG","BAG03",1110
100845,2019-06-27,9908572,"BAG","BAG03",2265
100845,2019-06-27,9900666,"BAG","BAG03",3240
100845,2019-06-27,9908755,"BAG","BAG03",5090
100845,2019-06-27,9904861,"BAG","BAG03",1020
100845,2019-07-18,9903961,"BAG","BAG03",1665
100845,2019-07-18,9908755,"BAG","BAG03",10180
100845,2019-07-18,9907337,"BAG","BAG03",1680
100845,2019-07-18,9904861,"BAG","BAG03",1020
100845,2019-07-18,9900666,"BAG","BAG03",3240
100845,2019-07-18,9905970,"BAG","BAG03",1620
100845,2019-07-18,9911957,"COSMETICS","COSMETICS03",1040
100845,2019-07-18,9900676,"BAG","BAG03",5810
100845,2019-07-18,9908573,"BAG","BAG03",1680
100845,2019-08-08,9900750,"BAG","BAG03",8390
100845,2019-08-08,9917991,"BAG","BAG03",10992
100845,2019-08-08,9919499,"BAG","BAG03",1780
100845,2019-08-08,9919501,"BAG","BAG03",3360
100845,2019-08-20,9900751,"BAG","BAG03",4060
100845,2019-08-20,9907777,"BAG","BAG03",1480
100845,2019-08-20,9900749,"BAG","BAG03",5070
100845,2019-08-22,9900751,"BAG","BAG03",14210
100845,2019-08-22,9900749,"BAG","BAG03",3380
100845,2019-09-03,9914228,"COSMETICS","COSMETICS03",2250
100845,2019-09-03,9914225,"COSMETICS","COSMETICS03",2280
100845,2019-09-03,9906769,"COSMETICS","COSMETICS03",1900
100845,2019-09-17,9903961,"BAG","BAG03",1110
100845,2019-09-17,9908614,"BAG","BAG03",1570
100845,2019-10-24,9908572,"BAG","BAG03",4530
100845,2019-10-24,9904861,"BAG","BAG03",1020
100845,2019-10-24,9900676,"BAG","BAG03",4980
100845,2019-10-24,9900666,"BAG","BAG03",3240
100845,2019-10-24,9900749,"BAG","BAG03",1690
100845,2019-10-24,9900751,"BAG","BAG03",4060
100845,2019-10-24,9907337,"BAG","BAG03",8400
100845,2019-10-24,9903961,"BAG","BAG03",1665
100845,2019-12-05,9905615,"COSMETICS","COSMETICS01",1368
100848,2019-01-02,9900226,"COSMETICS","COSMETICS02",1100
100848,2019-01-02,9901758,"COSMETICS","COSMETICS02",1100
100848,2019-03-03,9902513,"COSMETICS","COSMETICS02",1100
100848,2019-03-03,9901758,"COSMETICS","COSMETICS02",1100
100848,2019-03-03,9900226,"COSMETICS","COSMETICS02",1100
100848,2019-04-17,9901758,"COSMETICS","COSMETICS02",3300
100848,2019-04-17,9900226,"COSMETICS","COSMETICS02",2200
100848,2019-06-30,9902513,"COSMETICS","COSMETICS02",1100
100848,2019-06-30,9900226,"COSMETICS","COSMETICS02",2200
100848,2019-06-30,9901758,"COSMETICS","COSMETICS02",2200
100848,2019-08-10,9901758,"COSMETICS","COSMETICS02",1100
100848,2019-08-10,9900226,"COSMETICS","COSMETICS02",1100
100848,2019-09-16,9901758,"COSMETICS","COSMETICS02",4400
100848,2019-11-27,9902513,"COSMETICS","COSMETICS02",1100
100848,2019-11-27,9900226,"COSMETICS","COSMETICS02",2200
100848,2019-12-12,9938684,"COSMETICS","COSMETICS02",19950
100849,2019-01-10,9900217,"COSMETICS","COSMETICS02",14858
100849,2019-02-02,9901704,"COSMETICS","COSMETICS01",2274
100849,2019-02-02,9901688,"COSMETICS","COSMETICS01",1516
100849,2019-02-02,9901801,"COSMETICS","COSMETICS01",2274
100849,2019-02-02,9901692,"COSMETICS","COSMETICS01",1516
100849,2019-02-14,9900217,"COSMETICS","COSMETICS02",14858
100849,2019-02-18,9902476,"COSMETICS","COSMETICS03",3200
100849,2019-02-18,9902473,"COSMETICS","COSMETICS03",3200
100849,2019-03-05,9913356,"SHOES","SHOES03",17330
100849,2019-03-05,9919154,"SHOES","SHOES03",47850
100849,2019-03-16,9938686,"SHOES","SHOES03",92235
100849,2019-03-30,9900217,"COSMETICS","COSMETICS02",20940
100849,2019-05-09,9901076,"BAG","BAG03",8265
100849,2019-06-30,9900217,"COSMETICS","COSMETICS02",6980
100849,2019-07-11,9912598,"SHOES","SHOES03",5320
100849,2019-08-24,9902504,"COSMETICS","COSMETICS03",3200
100849,2019-08-24,9900217,"COSMETICS","COSMETICS02",6980
100849,2019-09-12,9900451,"SHOES","SHOES03",11000
100849,2019-10-26,9900217,"COSMETICS","COSMETICS02",13960
100849,2019-10-26,9900450,"SHOES","SHOES03",9400
100849,2019-12-01,9900217,"COSMETICS","COSMETICS02",6980
100850,2019-05-07,9919281,"COSMETICS","COSMETICS03",3100
100850,2019-05-31,9904839,"SHOES","SHOES02",5346
100850,2019-05-31,9903837,"SHOES","SHOES02",1080
100850,2019-06-18,9900330,"SHOES","SHOES02",1800
100850,2019-11-30,9900020,"COSMETICS","COSMETICS02",2250
100852,2019-01-27,9900692,"COSMETICS","COSMETICS03",7440
100852,2019-02-26,9900181,"COSMETICS","COSMETICS02",3150
100852,2019-05-06,9900391,"COSMETICS","COSMETICS03",9900
100852,2019-07-27,9900181,"COSMETICS","COSMETICS02",4500
100852,2019-10-23,9900391,"COSMETICS","COSMETICS03",17800
100853,2019-02-19,9903767,"SHOES","SHOES01",1992
100853,2019-03-02,9902643,"BAG","BAG03",2808
100853,2019-03-04,9913354,"COSMETICS","COSMETICS03",1960
100853,2019-03-04,9900409,"SHOES","SHOES03",3580
100853,2019-04-09,9900409,"SHOES","SHOES03",3580
100853,2019-05-05,9903767,"SHOES","SHOES01",2490
100853,2019-05-21,9902643,"BAG","BAG03",1650
100853,2019-08-03,9902643,"BAG","BAG03",1650
100853,2019-09-01,9902596,"COSMETICS","COSMETICS01",1022
100853,2019-09-10,9902643,"BAG","BAG03",2640
100853,2019-10-02,9903767,"SHOES","SHOES01",1494
100856,2019-03-19,9900243,"SHOES","SHOES03",1980
100856,2019-04-21,9900292,"SHOES","SHOES03",3960
100856,2019-05-06,9903583,"BAG","BAG03",1533
100856,2019-07-29,9903193,"SHOES","SHOES03",2185
100856,2019-10-02,9900277,"COSMETICS","COSMETICS01",1694
100856,2019-11-24,9905816,"SHOES","SHOES03",1064
100856,2019-11-24,9914917,"SHOES","SHOES02",1570
100858,2019-02-04,9903705,"COSMETICS","COSMETICS03",43320
100858,2019-02-04,9905415,"COSMETICS","COSMETICS03",10560
100858,2019-02-04,9903932,"COSMETICS","COSMETICS03",10560
100858,2019-02-04,9909358,"COSMETICS","COSMETICS03",28880
100858,2019-02-10,9905693,"SHOES","SHOES02",2870
100858,2019-02-10,9905702,"SHOES","SHOES02",1080
100858,2019-02-10,9903932,"COSMETICS","COSMETICS03",11100
100858,2019-03-20,9902534,"COSMETICS","COSMETICS03",2320
100858,2019-04-30,9938698,"BAG","BAG01",1807
100858,2019-04-30,9938699,"BAG","BAG01",1807
100858,2019-06-10,9903932,"COSMETICS","COSMETICS03",11100
100858,2019-06-10,9905415,"COSMETICS","COSMETICS03",11100
100858,2019-09-02,9909358,"COSMETICS","COSMETICS03",9120
100858,2019-09-02,9903705,"COSMETICS","COSMETICS03",9120
100858,2019-10-01,9907296,"COSMETICS","COSMETICS03",5000
100858,2019-10-29,9903705,"COSMETICS","COSMETICS03",8664
100858,2019-10-29,9909358,"COSMETICS","COSMETICS03",2888
100858,2019-11-09,9938700,"SHOES","SHOES02",4350
100858,2019-11-26,9909358,"COSMETICS","COSMETICS03",8664
100858,2019-11-26,9903705,"COSMETICS","COSMETICS03",8664
100858,2019-12-10,9903932,"COSMETICS","COSMETICS03",11800
100858,2019-12-10,9905415,"COSMETICS","COSMETICS03",11800
100859,2019-03-25,9902281,"BAG","BAG01",1800
100859,2019-07-08,9901224,"BAG","BAG03",7000
100859,2019-10-30,9909737,"BAG","BAG03",3032
100859,2019-10-30,9909904,"BAG","BAG03",6364
100859,2019-11-04,9900958,"SHOES","SHOES03",1254
100859,2019-11-04,9901275,"SHOES","SHOES03",1368
100859,2019-11-04,9903272,"COSMETICS","COSMETICS03",3230
100859,2019-11-18,9906769,"COSMETICS","COSMETICS03",1000
100859,2019-11-18,9903960,"BAG","BAG03",1770
100859,2019-11-18,9906446,"BAG","BAG03",1160
100859,2019-11-18,9906508,"COSMETICS","COSMETICS03",2150
100859,2019-11-18,9906509,"COSMETICS","COSMETICS03",1490
100859,2019-11-23,9900058,"BAG","BAG03",1920
100859,2019-11-23,9905979,"BAG","BAG03",1720
100859,2019-11-23,9901408,"BAG","BAG03",1115
100859,2019-11-23,9909392,"BAG","BAG03",1880
100859,2019-11-23,9904861,"BAG","BAG03",1070
100859,2019-11-23,9908599,"BAG","BAG03",2140
100859,2019-11-23,9900048,"BAG","BAG03",2190
100859,2019-12-03,9905838,"SHOES","SHOES03",2950
100859,2019-12-03,9900763,"SHOES","SHOES03",2400
100859,2019-12-10,9919856,"SHOES","SHOES03",1840
100859,2019-12-10,9904293,"COSMETICS","COSMETICS02",2930
100859,2019-12-10,9909237,"SHOES","SHOES03",3450
100859,2019-12-28,9902798,"SHOES","SHOES03",2200
100859,2019-12-28,9900963,"SHOES","SHOES03",1000
100859,2019-12-28,9902799,"SHOES","SHOES03",2600
100859,2019-12-29,9900329,"SHOES","SHOES03",1960
100864,2019-07-10,9900227,"COSMETICS","COSMETICS02",2600
100865,2019-03-02,9902475,"COSMETICS","COSMETICS03",6400
100865,2019-03-02,9901811,"BAG","BAG03",1196
100865,2019-06-11,9900830,"SHOES","SHOES03",1060
100867,2019-06-30,9901412,"BAG","BAG03",4950
100867,2019-12-22,9901271,"SHOES","SHOES02",2520
100867,2019-12-22,9900236,"SHOES","SHOES03",3270
100869,2019-06-04,9918177,"COSMETICS","COSMETICS02",4000
100869,2019-10-20,9901423,"BAG","BAG01",1548
100876,2019-07-18,9910507,"COSMETICS","COSMETICS03",3385
100876,2019-11-05,9902896,"COSMETICS","COSMETICS01",2044
100878,2019-02-09,9903063,"BAG","BAG01",3750
100878,2019-02-09,9901740,"BAG","BAG01",3750
100878,2019-03-04,9913389,"SHOES","SHOES02",3910
100878,2019-04-14,9900270,"COSMETICS","COSMETICS02",1190
100878,2019-04-14,9904837,"SHOES","SHOES02",4500
100878,2019-05-14,9908494,"BAG","BAG01",4500
100878,2019-05-14,9903063,"BAG","BAG01",3750
100878,2019-08-24,9901740,"BAG","BAG01",3750
100878,2019-09-24,9900236,"SHOES","SHOES02",2560
100878,2019-10-09,9909958,"BAG","BAG01",7616
100878,2019-11-10,9903063,"BAG","BAG01",3750
100878,2019-12-31,9900227,"COSMETICS","COSMETICS02",1640
100878,2019-12-31,9904278,"SHOES","SHOES02",1400
100881,2019-03-23,9900232,"SHOES","SHOES02",2970
100881,2019-07-27,9902492,"COSMETICS","COSMETICS03",5940
100881,2019-09-15,9900232,"SHOES","SHOES02",2970
100881,2019-09-30,9902492,"COSMETICS","COSMETICS03",3960
100881,2019-11-18,9902492,"COSMETICS","COSMETICS03",1980
100883,2019-01-30,9904116,"SHOES","SHOES03",8379
100883,2019-03-01,9902309,"COSMETICS","COSMETICS02",2600
100883,2019-03-01,9900812,"SHOES","SHOES01",14850
100883,2019-05-01,9900812,"SHOES","SHOES01",5500
100883,2019-06-11,9900812,"SHOES","SHOES01",4950
100883,2019-06-20,9905615,"COSMETICS","COSMETICS01",4104
100886,2019-01-30,9902317,"BAG","BAG01",3750
100886,2019-09-22,9902317,"BAG","BAG01",4462
100887,2019-02-09,9907555,"COSMETICS","COSMETICS03",2200
100887,2019-02-11,9907555,"COSMETICS","COSMETICS03",2200
100887,2019-02-17,9902190,"BAG","BAG01",3600
100887,2019-03-09,9902153,"SHOES","SHOES02",1150
100887,2019-03-09,9902159,"SHOES","SHOES02",1940
100887,2019-03-09,9902050,"COSMETICS","COSMETICS01",1256
100887,2019-04-17,9903073,"COSMETICS","COSMETICS03",3600
100887,2019-10-28,9907555,"COSMETICS","COSMETICS03",4400
100888,2019-03-08,9902725,"SHOES","SHOES02",3980
100888,2019-03-08,9900166,"SHOES","SHOES02",2800
100888,2019-03-08,9906020,"SHOES","SHOES02",1680
100888,2019-04-12,9901187,"SHOES","SHOES02",2700
100888,2019-04-12,9900589,"SHOES","SHOES02",1998
100888,2019-04-12,9902888,"SHOES","SHOES02",1170
100888,2019-04-12,9908713,"SHOES","SHOES03",51500
100888,2019-05-01,9900347,"COSMETICS","COSMETICS01",4250
100888,2019-10-13,9900589,"SHOES","SHOES02",3700
100888,2019-12-23,9900347,"COSMETICS","COSMETICS01",4920
100888,2019-12-23,9900589,"SHOES","SHOES02",3700
100888,2019-12-23,9903281,"SHOES","SHOES02",1614
100888,2019-12-23,9901186,"SHOES","SHOES02",1200
100891,2019-01-05,9900307,"BAG","BAG02",3450
100891,2019-01-08,9903004,"COSMETICS","COSMETICS01",1460
100891,2019-01-13,9900307,"BAG","BAG02",5760
100891,2019-01-13,9900422,"BAG","BAG03",1607
100891,2019-01-23,9900093,"COSMETICS","COSMETICS01",1171
100891,2019-02-02,9903830,"SHOES","SHOES03",1500
100891,2019-02-02,9904764,"SHOES","SHOES03",1600
100891,2019-02-11,9900307,"BAG","BAG02",8640
100891,2019-02-18,9900769,"COSMETICS","COSMETICS01",1022
100891,2019-02-18,9900117,"COSMETICS","COSMETICS01",1163
100891,2019-02-27,9900769,"COSMETICS","COSMETICS01",1022
100891,2019-03-04,9901780,"COSMETICS","COSMETICS03",3600
100891,2019-03-04,9902287,"COSMETICS","COSMETICS03",4800
100891,2019-03-06,9900093,"COSMETICS","COSMETICS01",1171
100891,2019-03-06,9901255,"COSMETICS","COSMETICS01",2076
100891,2019-03-09,9900307,"BAG","BAG02",5760
100891,2019-03-09,9938743,"COSMETICS","COSMETICS03",11250
100891,2019-03-12,9903975,"COSMETICS","COSMETICS01",1920
100891,2019-03-19,9900322,"COSMETICS","COSMETICS03",1020
100891,2019-04-15,9901255,"COSMETICS","COSMETICS01",2076
100891,2019-04-22,9903004,"COSMETICS","COSMETICS01",3500
100891,2019-05-07,9902588,"COSMETICS","COSMETICS01",1022
100891,2019-05-11,9900307,"BAG","BAG02",5760
100891,2019-05-12,9902588,"COSMETICS","COSMETICS01",2700
100891,2019-05-26,9901255,"COSMETICS","COSMETICS01",2076
100891,2019-05-26,9903975,"COSMETICS","COSMETICS01",1920
100891,2019-05-26,9900603,"COSMETICS","COSMETICS03",2210
100891,2019-05-26,9901046,"COSMETICS","COSMETICS03",2110
100891,2019-06-26,9907267,"COSMETICS","COSMETICS01",1298
100891,2019-06-30,9903975,"COSMETICS","COSMETICS01",1920
100891,2019-06-30,9900603,"COSMETICS","COSMETICS03",2210
100891,2019-06-30,9904333,"COSMETICS","COSMETICS01",1440
100891,2019-07-06,9902895,"COSMETICS","COSMETICS01",1460
100891,2019-07-06,9900307,"BAG","BAG02",1725
100891,2019-07-13,9900307,"BAG","BAG02",4320
100891,2019-07-16,9900227,"COSMETICS","COSMETICS02",4100
100891,2019-08-12,9901780,"COSMETICS","COSMETICS03",1800
100891,2019-08-12,9904332,"SHOES","SHOES03",1850
100891,2019-08-12,9901756,"COSMETICS","COSMETICS03",8154
100891,2019-08-18,9902932,"COSMETICS","COSMETICS01",2076
100891,2019-08-18,9905556,"COSMETICS","COSMETICS01",1895
100891,2019-08-18,9901255,"COSMETICS","COSMETICS01",2076
100891,2019-08-26,9906347,"SHOES","SHOES03",11000
100891,2019-09-03,9900769,"COSMETICS","COSMETICS01",1022
100891,2019-09-07,9900307,"BAG","BAG02",7200
100891,2019-09-18,9900271,"SHOES","SHOES03",1280
100891,2019-09-18,9906914,"SHOES","SHOES03",2900
100891,2019-09-18,9909917,"COSMETICS","COSMETICS03",4800
100891,2019-09-22,9902932,"COSMETICS","COSMETICS01",2076
100891,2019-09-22,9903975,"COSMETICS","COSMETICS01",1920
100891,2019-10-15,9901255,"COSMETICS","COSMETICS01",2076
100891,2019-10-21,9903975,"COSMETICS","COSMETICS01",1920
100891,2019-10-28,9900227,"COSMETICS","COSMETICS02",3280
100891,2019-10-30,9905556,"COSMETICS","COSMETICS01",1895
100891,2019-11-10,9903975,"COSMETICS","COSMETICS01",1920
100891,2019-11-11,9900307,"BAG","BAG02",5760
100891,2019-11-20,9901780,"COSMETICS","COSMETICS03",3600
100891,2019-11-20,9901255,"COSMETICS","COSMETICS01",2076
100891,2019-12-07,9900227,"COSMETICS","COSMETICS02",1300
100891,2019-12-28,9901255,"COSMETICS","COSMETICS01",1955
100891,2019-12-30,9903975,"COSMETICS","COSMETICS01",1920
100891,2019-12-30,9902932,"COSMETICS","COSMETICS01",2048
100892,2019-01-02,9918174,"SHOES","SHOES03",35890
100892,2019-01-02,9900167,"SHOES","SHOES03",2280
100892,2019-01-02,9905599,"SHOES","SHOES03",17386
100892,2019-01-27,9902458,"BAG","BAG03",1490
100892,2019-01-27,9902277,"BAG","BAG01",1980
100892,2019-01-27,9907848,"SHOES","SHOES03",1100
100892,2019-02-09,9905904,"SHOES","SHOES03",2160
100892,2019-02-09,9905432,"SHOES","SHOES03",3560
100892,2019-02-09,9900330,"SHOES","SHOES03",3600
100892,2019-02-10,9903711,"SHOES","SHOES03",4560
100892,2019-02-13,9903711,"SHOES","SHOES03",4560
100892,2019-02-13,9905432,"SHOES","SHOES03",1780
100892,2019-02-16,9906205,"SHOES","SHOES03",2250
100892,2019-02-16,9903711,"SHOES","SHOES03",3800
100892,2019-02-17,9905599,"SHOES","SHOES03",17386
100892,2019-02-17,9901718,"BAG","BAG01",1885
100892,2019-02-23,9900411,"SHOES","SHOES03",1300
100892,2019-04-28,9900319,"COSMETICS","COSMETICS03",3280
100892,2019-05-06,9905426,"SHOES","SHOES03",25000
100892,2019-05-25,9938749,"SHOES","SHOES03",6660
100892,2019-05-25,9938747,"SHOES","SHOES03",7200
100892,2019-05-25,9938748,"SHOES","SHOES03",4500
100892,2019-05-25,9938744,"BAG","BAG03",50890
100892,2019-06-02,9910648,"COSMETICS","COSMETICS01",11256
100892,2019-06-02,9938747,"SHOES","SHOES03",7200
100892,2019-06-02,9914873,"SHOES","SHOES03",1478
100892,2019-06-02,9938745,"BAG","BAG03",11340
100892,2019-06-02,9905841,"SHOES","SHOES03",17785
100892,2019-06-23,9923491,"BAG","BAG03",2133
100892,2019-06-23,9901516,"SHOES","SHOES03",29988
100892,2019-06-29,9901054,"COSMETICS","COSMETICS03",2500
100892,2019-06-29,9904085,"COSMETICS","COSMETICS03",7400
100892,2019-07-16,9903657,"SHOES","SHOES03",6030
100892,2019-07-22,9910648,"COSMETICS","COSMETICS01",5628
100892,2019-09-08,9906582,"SHOES","SHOES03",11000
100892,2019-09-21,9901516,"SHOES","SHOES03",49000
100892,2019-11-10,9900243,"SHOES","SHOES03",2980
100892,2019-12-10,9901516,"SHOES","SHOES03",19600
100892,2019-12-22,9905556,"COSMETICS","COSMETICS01",3754
100892,2019-12-22,9938750,"SHOES","SHOES02",1700
100892,2019-12-30,9905854,"SHOES","SHOES02",2340
100892,2019-12-30,9906199,"SHOES","SHOES02",1656
100897,2019-02-06,9905509,"SHOES","SHOES03",7400
100897,2019-02-06,9901275,"SHOES","SHOES03",1440
100897,2019-02-06,9900699,"SHOES","SHOES03",1512
100897,2019-02-06,9905081,"SHOES","SHOES03",2960
100897,2019-02-13,9900286,"BAG","BAG03",3800
100897,2019-02-13,9900917,"SHOES","SHOES03",2750
100897,2019-11-02,9900227,"COSMETICS","COSMETICS02",3250
100898,2019-05-23,9935557,"SHOES","SHOES02",1501
100898,2019-06-03,9903312,"SHOES","SHOES02",1720
100898,2019-06-03,9904150,"SHOES","SHOES02",2430
100898,2019-06-03,9920681,"SHOES","SHOES02",1000
100904,2019-02-20,9906020,"SHOES","SHOES03",3360
100904,2019-02-20,9904332,"SHOES","SHOES03",3300
100904,2019-02-20,9900431,"SHOES","SHOES03",10880
100904,2019-03-16,9914986,"COSMETICS","COSMETICS03",1280
100904,2019-03-16,9907560,"COSMETICS","COSMETICS03",1400
100904,2019-03-27,9905761,"SHOES","SHOES03",13500
100904,2019-07-18,9904310,"COSMETICS","COSMETICS03",8400
100904,2019-09-11,9900816,"SHOES","SHOES03",1980
100904,2019-09-18,9905475,"BAG","BAG03",1780
100904,2019-10-20,9901275,"SHOES","SHOES03",1440
100904,2019-10-26,9903333,"SHOES","SHOES03",28000
100906,2019-01-02,9915562,"COSMETICS","COSMETICS01",1022
100906,2019-01-21,9902157,"SHOES","SHOES03",2120
100906,2019-01-21,9900271,"SHOES","SHOES03",1280
100906,2019-01-29,9904778,"SHOES","SHOES03",11520
100906,2019-02-16,9907496,"SHOES","SHOES03",19560
100906,2019-02-16,9913823,"SHOES","SHOES03",18000
100906,2019-02-17,9901995,"BAG","BAG03",1000
100906,2019-02-25,9907540,"COSMETICS","COSMETICS03",3439
100906,2019-02-26,9907469,"COSMETICS","COSMETICS03",3900
100906,2019-03-06,9903709,"SHOES","SHOES03",3280
100906,2019-03-06,9900587,"SHOES","SHOES03",4500
100906,2019-03-19,9900769,"COSMETICS","COSMETICS01",2044
100906,2019-03-19,9900307,"BAG","BAG02",1725
100906,2019-03-19,9902588,"COSMETICS","COSMETICS01",1022
100906,2019-03-24,9904778,"SHOES","SHOES03",12800
100906,2019-06-08,9903192,"SHOES","SHOES03",2124
100906,2019-06-10,9907540,"COSMETICS","COSMETICS03",3814
100906,2019-07-05,9907540,"COSMETICS","COSMETICS03",4015
100906,2019-07-09,9902272,"BAG","BAG01",3000
100906,2019-08-09,9902671,"COSMETICS","COSMETICS03",1500
100906,2019-08-09,9904974,"SHOES","SHOES03",1240
100906,2019-09-08,9904635,"COSMETICS","COSMETICS03",6160
100906,2019-09-08,9901648,"COSMETICS","COSMETICS02",1560
100906,2019-09-22,9900916,"SHOES","SHOES03",3800
100906,2019-10-05,9900871,"SHOES","SHOES03",96000
100906,2019-10-05,9901179,"SHOES","SHOES03",58000
100906,2019-10-16,9900871,"SHOES","SHOES03",48000
100906,2019-11-03,9902694,"COSMETICS","COSMETICS02",1050
100906,2019-11-03,9900307,"BAG","BAG02",1035
100906,2019-11-03,9900024,"SHOES","SHOES03",1596
100906,2019-12-17,9900277,"COSMETICS","COSMETICS01",1658
100906,2019-12-17,9900279,"COSMETICS","COSMETICS01",1580
100910,2019-05-27,9922936,"COSMETICS","COSMETICS03",2560
100914,2019-07-15,9908098,"COSMETICS","COSMETICS03",1850
100914,2019-07-25,9902932,"COSMETICS","COSMETICS01",1972
100914,2019-07-25,9926855,"BAG","BAG03",1034
100914,2019-09-24,9903982,"COSMETICS","COSMETICS01",1260
100914,2019-09-24,9902799,"SHOES","SHOES03",2080
100914,2019-10-08,9900078,"COSMETICS","COSMETICS03",2100
100914,2019-10-14,9902725,"SHOES","SHOES03",4500
100914,2019-12-15,9901997,"SHOES","SHOES03",3420
100914,2019-12-15,9920189,"COSMETICS","COSMETICS02",1500
100918,2019-02-13,9915551,"COSMETICS","COSMETICS03",2500
100918,2019-02-13,9905753,"COSMETICS","COSMETICS03",2530
100919,2019-02-06,9900227,"COSMETICS","COSMETICS02",3250
100919,2019-03-03,9900286,"BAG","BAG03",3800
100919,2019-08-11,9900227,"COSMETICS","COSMETICS02",3250
100919,2019-08-11,9900167,"SHOES","SHOES03",2400
100919,2019-10-06,9900286,"BAG","BAG03",3800
100919,2019-11-23,9900227,"COSMETICS","COSMETICS02",3280
100920,2019-01-09,9902531,"COSMETICS","COSMETICS03",4464
100920,2019-01-09,9905267,"SHOES","SHOES02",2052
100920,2019-05-13,9900332,"SHOES","SHOES03",7980
100920,2019-05-26,9903470,"SHOES","SHOES02",1476
100920,2019-05-26,9905203,"SHOES","SHOES02",3100
100920,2019-05-26,9903192,"SHOES","SHOES02",2124
100921,2019-01-07,9901412,"BAG","BAG03",4950
100921,2019-02-20,9901412,"BAG","BAG03",4950
100921,2019-02-20,9906469,"BAG","BAG03",6900
100921,2019-03-09,9906469,"BAG","BAG03",6900
100921,2019-04-22,9906469,"BAG","BAG03",6900
100921,2019-04-27,9901412,"BAG","BAG03",4950
100921,2019-06-02,9906469,"BAG","BAG03",7477
100921,2019-06-05,9901412,"BAG","BAG03",9900
100921,2019-06-26,9906469,"BAG","BAG03",7477
100925,2019-07-08,9903063,"BAG","BAG01",3750
